iqs_verbatim_2016.vin,iqs_verbatim_2016.vin7,iqs_verbatim_2016.squish_vin,iqs_verbatim_2016.sequence_number,iqs_verbatim_2016.make,iqs_verbatim_2016.series,iqs_verbatim_2016.model_and_type,iqs_verbatim_2016.produktionsdatum,iqs_verbatim_2016.baureihe,iqs_verbatim_2016.werk,iqs_verbatim_2016.motor,iqs_verbatim_2016.getriebe,iqs_verbatim_2016.lackfarbe,iqs_verbatim_2016.polster_material,iqs_verbatim_2016.polster_farbe,iqs_verbatim_2016.sonderausstattung,iqs_verbatim_2016.totalproblems,iqs_verbatim_2016.problems_indicated,iqs_verbatim_2016.category,iqs_verbatim_2016.problem,iqs_verbatim_2016.malfunction_design_unknown,iqs_verbatim_2016.verbatim,iqs_verbatim_2016.mileage,iqs_verbatim_2016.took_to_dealer,iqs_verbatim_2016.resolved,iqs_verbatim_2016.severity,,,,,,,,,,,,,,,
WMWZC3C54GWT07358,WT07358,WMWZC3C5GW,25059734,MINI,Countryman,MINI Countryman 4dr SUV,7/20/15,R60,85.10 Graz,N18,AUT,JUNGLE GREEN METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,0205; 0210; 0249; 0258; 02E7; 02VB; 02XA; 0314; 0322; 0325; 0383; 0386; 03A2; 03AR; 0403; 0423; 0441; 0450; 0473; 0481; 0493; 04AA; 04CU; 04E1; 04UF; 04UK; 04UL; 0507; 0521; 0522; 0534; 0550; 0563; 05A1; 05DT; 0620; 0645; 0653; 0674; 0693; 06FP; 06NE; 06NF; 06NM; 06UH; 06UM; 06VC; 0785; 07L5; 0823; 0845; 0853; 0876; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,3,"EXT28, EXT39, AEN06",Audio/Communication/Entertainment/Navigation (ACEN),AEN06: Built-in Voice Recognition Frequently Doesn't Recognize/Misinterprets Commands,NULL,,3700,No,,,,,,,,,,,,,,,,,
WBS6E9C58GG437102,G437102,WBS6E9C5GG,2280225G,BMW,6 Series,BMW 6 Series M6 Gran Coupe 4dr Sdn,10/6/15,F06/M6,02.04 Dingolfing,S63T,DKG,SINGAPUR GRAU METALLIC,LK LEDER MERINO,SW SCHWARZ,01CA; 01CC; 01CD; 0223; 0248; 02MK; 02TY; 02VB; 0302; 0319; 0322; 0323; 03AG; 0415; 0416; 0423; 0430; 0441; 0453; 0455; 0464; 0488; 0494; 0496; 04MA; 04MC; 04NB; 04UR; 0508; 0552; 05AC; 05AG; 05AP; 05AS; 05DL; 05DS; 0609; 0610; 0645; 0655; 0697; 06AC; 06AE; 06AK; 06AM; 06AN; 06AP; 06F2; 06NS; 0760; 0823; 0845; 0850; 0853; 0876; 08KL; 08S4; 08SM; 08TH; 08TN; 0925; 09AA,1,SEAT23,Seats,"SEAT23: Seat Squeaks/Rattles, Abnormal Noises",M,NULL,1200,No,,,,,,,,,,,,,,,,,
5UXXW3C56G0R22268,0R22268,5UXXW3C5G0,28605221,BMW,X4,BMW X4 4dr SUV,2/1/16,F26,75.10 Spartanburg,N20,AUT,SOPHISTOGRAU BRILLANTEFFEKT METALLI,LU LEDER NEVADA,CX OYSTER,01CA; 01CC; 01CD; 0248; 0249; 0258; 02T5; 02TB; 02VB; 0302; 0319; 0322; 03AG; 0403; 0420; 0423; 0430; 0431; 0459; 0488; 0493; 0494; 0496; 04FW; 04NE; 04NG; 04U2; 0502; 0508; 0521; 0522; 0524; 0534; 0563; 05A1; 05AG; 05AT; 05DL; 0609; 0610; 0645; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0853; 0876; 08KL; 08S4; 08SL; 08SM; 08TH; 08TN; 0927; 0992; 09AA,1,DEXP97,Driving Experience,DEXP97: Other Driving Experience Problem(s),U,"Car makes an unexplained 'chirping' sound periodically. It has been into service for diagnosis,NULL,,Yes,Don't know
5UXKR0C50G0P30764,0P30764,5UXKR0C5G0,25468041,BMW,X5,BMW X5 4dr SUV,2015-11-20,F15,75.10 Spartanburg,N55,AUT,SPARKLING BROWN METALLIC,LC LEDER DAKOTA,FY CANBERRABEIGE(SW),01CA; 0212; 0245; 0248; 0255; 0258; 02H4; 02VB; 0302; 0319; 0322; 0346; 03AG; 03AT; 03E1; 0402; 0420; 0423; 0430; 0441; 0459; 0488; 0493; 0494; 0496; 04AC; 04NB; 04NE; 0502; 0508; 0522; 0524; 0563; 0575; 05A1; 05AG; 05AS; 05DL; 0609; 0610; 0645; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0853; 08KL; 08S4; 08SL; 08SM; 08TH; 08TN; 0992; 09AA,1,AEN06,Audio/Communication/Entertainment/Navigation (ACEN),AEN06: Built-in Voice Recognition Frequently Doesn't Recognize/Misinterprets Commands,D,Cannot properly recognise what we are saying,NULL,No,,4
WMWZC5C54GWT38623,WT38623,WMWZC5C5GW,2505995R,MINI,Countryman,MINI Countryman 4dr SUV,2015-10-13,R60,85.10 Graz,N18,MECH,ABSOLUTE BLACK METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,0210; 0226; 0249; 0255; 0258; 02GU; 02VB; 0313; 0314; 0320; 0322; 0325; 0381; 0386; 03AB; 03AR; 0403; 0423; 0430; 0431; 0441; 0450; 0473; 0481; 0493; 0494; 04CU; 04E1; 04UF; 04UK; 04UL; 0521; 0522; 0534; 0550; 0563; 05A1; 05DT; 0620; 0645; 0653; 0655; 0674; 06FP; 06NE; 06NF; 06NM; 06UH; 06UM; 06VC; 0785; 07L5; 0823; 0845; 0853; 0876; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,1,INT34,Interior,INT34: Cup Holders - DTU,D,Larger containers get in the way of controls and shifter.,7200,No,,2
WMWZC5C55GWU01387,WU01387,WMWZC5C5GW,2671083A,MINI,Countryman,MINI Countryman 4dr SUV,2015-10-13,R60,85.10 Graz,N18,AUT,LIGHT WHITE,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,0205; 0210; 0249; 0258; 02E7; 02VB; 02XA; 0314; 0322; 0325; 0381; 0386; 03AB; 03AR; 03CA; 0403; 0423; 0441; 0450; 0481; 0493; 04CU; 04E1; 04UF; 04UK; 04UL; 0507; 0521; 0522; 0534; 0550; 0563; 05A1; 05DT; 0645; 0653; 0674; 0693; 06FC; 06ND; 0785; 0823; 0845; 0853; 0876; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,1,AEN05,Audio/Communication/Entertainment/Navigation (ACEN),AEN05: Media Device Ports - DTU/Poor Location,D,Aux output is very close to USB output. Should be able to play music from phone without connecting too.,2000,No,,4
WBA8E3G53GNT79870,NT79870,WBA8E3G5GN,2852245K,BMW,3 Series,BMW 3 Series 4dr Sdn,2015-11-24,F30,70.01 Rosslyn,N26,AUT,ALPINWEISS 3,LC LEDER DAKOTA,L8 SCHWARZ/AKZENT OYSTER DUNKEL,01CA; 01CB; 0216; 0248; 0258; 02PP; 02TB; 02VB; 0302; 0319; 0322; 0337; 03AG; 03DZ; 0403; 0423; 0430; 0431; 0459; 0465; 0481; 0488; 0493; 0494; 0496; 04FU; 04NE; 0508; 0521; 0534; 0544; 0563; 0575; 05A1; 05A2; 05DS; 0645; 0655; 0688; 0697; 06AC; 06AE; 06NH; 0710; 0715; 0760; 0775; 0823; 0842; 0845; 0853; 08KL; 08TN; 0925; 0992; 0993; 09AA,1,AEN02,Audio/Communication/Entertainment/Navigation (ACEN),AEN02: Speakers - Broken/NW Properly,M,L rear speaker buzzing rattle at 50+mph. R rear speaker loose (tabs not locked in?),900,Yes,Entirely,1
WMWXP7C52G3B49285,3B49285,WMWXP7C5G3,2505307I,MINI,Cooper,MINI Cooper 2dr Hbk,2015-10-16,F56,74.20 Born,B46M,-,CHILI RED,NE LEDER CROSS PUNCH,E1 E1 CARBON BLACK,01CA; 0223; 0249; 0258; 02E4; 02VB; 02VG; 02XC; 0302; 0313; 0322; 0325; 0329; 0383; 03A1; 03AG; 0402; 0423; 0430; 0431; 0450; 0473; 0481; 0493; 0494; 04AA; 04C1; 04DC; 04NE; 04V9; 04VA; 0507; 0521; 0534; 0544; 0550; 0563; 05A1; 05A2; 05AA; 0609; 0645; 0674; 0693; 0697; 06NE; 06NM; 06NT; 06UH; 0785; 07KM; 07KN; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,3,EXT18", FCD28," AEN06""",Exterior,EXT18: Trunk/Hatch/Tailgate - Handle/Latch/Release - Broken/NW,,,,,,,,,,,,,,,
WMWXP7C52G3B49285,3B49285,WMWXP7C5G3,2505307I,MINI,Cooper,MINI Cooper 2dr Hbk,10/16/15,F56,74.20 Born,B46M,-,CHILI RED,NE LEDER CROSS PUNCH,E1 E1 CARBON BLACK,01CA; 0223; 0249; 0258; 02E4; 02VB; 02VG; 02XC; 0302; 0313; 0322; 0325; 0329; 0383; 03A1; 03AG; 0402; 0423; 0430; 0431; 0450; 0473; 0481; 0493; 0494; 04AA; 04C1; 04DC; 04NE; 04V9; 04VA; 0507; 0521; 0534; 0544; 0550; 0563; 05A1; 05A2; 05AA; 0609; 0645; 0674; 0693; 0697; 06NE; 06NM; 06NT; 06UH; 0785; 07KM; 07KN; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,3,"EXT18, FCD28, AEN06",Features/Controls/Displays (FCD),FCD28: Clock - Broken/NW/Does Not Keep Accurate Time,NULL,will have it checked at my first service.,3400,No,,,,,,,,,,,,,,,,,
WMWXP7C52G3B49285,3B49285,WMWXP7C5G3,2505307I,MINI,Cooper,MINI Cooper 2dr Hbk,10/16/15,F56,74.20 Born,B46M,-,CHILI RED,NE LEDER CROSS PUNCH,E1 E1 CARBON BLACK,01CA; 0223; 0249; 0258; 02E4; 02VB; 02VG; 02XC; 0302; 0313; 0322; 0325; 0329; 0383; 03A1; 03AG; 0402; 0423; 0430; 0431; 0450; 0473; 0481; 0493; 0494; 04AA; 04C1; 04DC; 04NE; 04V9; 04VA; 0507; 0521; 0534; 0544; 0550; 0563; 05A1; 05A2; 05AA; 0609; 0645; 0674; 0693; 0697; 06NE; 06NM; 06NT; 06UH; 0785; 07KM; 07KN; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,3,"EXT18, FCD28, AEN06",Audio/Communication/Entertainment/Navigation (ACEN),AEN06: Built-in Voice Recognition Frequently Doesn't Recognize/Misinterprets Commands,NULL,"(Copied from AEN97): Voice commands are very limited and do not represent the full features of the connected devices, particularly the phone.",3400,,,,,,,,,,,,,,,,,,
5UXKR0C55G0P20893,0P20893,5UXKR0C5G0,2283162U,BMW,X5,BMW X5 4dr SUV,8/21/15,F15,75.10 Spartanburg,N55,AUT,ALPINWEISS 3,LC LEDER DAKOTA,FY CANBERRABEIGE(SW),01CA; 0212; 0245; 0255; 0258; 02H7; 02VB; 0302; 0319; 0322; 0323; 0328; 0346; 03AA; 03AG; 0402; 0420; 0423; 0430; 0441; 0456; 0488; 0493; 0494; 04CV; 04NB; 04NE; 0508; 0522; 0524; 0563; 0575; 05A1; 05DL; 0609; 0610; 0645; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0992; 09AA,1,SEAT25,Seats,SEAT25: Seat Materials Scuffs/Soil Easily,D,The leather is HORRIBLE.  3 days after getting car with only a few miles the car drivers seat showed wear and staining,6000,Yes,Not at all,5,,,,,,,,,,,,,,,
WMWZC5C51GWU00981,WU00981,WMWZC5C5GW,2363122L,MINI,Countryman,MINI Countryman 4dr SUV,9/30/15,R60,85.10 Graz,N18,AUT,COSMIC BLUE METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,0205; 0210; 0249; 0258; 02G9; 02VB; 02XA; 0313; 0314; 0322; 0325; 0383; 0386; 03A2; 03AR; 03CA; 03L2; 0403; 0423; 0430; 0431; 0441; 0450; 0473; 0481; 0493; 0494; 04CU; 04E1; 04UF; 04UK; 04UL; 0521; 0522; 0534; 0550; 0563; 05A1; 05DT; 0620; 0645; 0653; 0674; 0693; 06FP; 06NE; 06NF; 06NM; 06VC; 0785; 07L5; 0823; 0845; 0853; 0876; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,1,EXT39,Exterior,EXT39: Excessive Road Noise,D,,1300,No,,1,,,,,,,,,,,,,,,
WMWZB3C59GWR46726,WR46726,WMWZB3C5GW,2670915C,MINI,Countryman,MINI Countryman 4dr SUV,6/30/15,R60,85.10 Graz,N16,AUT,LIGHT WHITE,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,0205; 0210; 0249; 0255; 0258; 02G9; 02VB; 0314; 0322; 0329; 0383; 0386; 03AR; 0403; 0423; 0441; 0450; 0473; 0493; 04BD; 04CU; 04E1; 04UF; 04UK; 04UL; 0521; 0534; 0550; 0563; 0620; 0645; 0653; 0655; 06FP; 06NE; 06NF; 06NM; 06VC; 07L5; 0823; 0845; 0853; 0876; 08KL; 08SM; 0925; 0992; 09AA,1,AEN06,Audio/Communication/Entertainment/Navigation (ACEN),AEN06: Built-in Voice Recognition Frequently Doesn't Recognize/Misinterprets Commands,D,,NULL,No,,1,,,,,,,,,,,,,,,
WBA1J7C52GV290057,V290057,WBA1J7C5GV,2548974U,BMW,2 Series,BMW 2 Series 2dr Cpe,12/10/15,F22,29.11 Leipzig,N55,MECH,MINERALGRAU METALLIC,KC SENSATEC 1,SW SCHWARZ,01CA; 01CB; 021V; 0248; 0249; 0258; 02NH; 02VB; 02VF; 02VL; 0302; 0319; 0322; 03AG; 03DZ; 0403; 0423; 0430; 0431; 0441; 0459; 0481; 0488; 0493; 0494; 04AE; 04NE; 04WF; 0502; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 05DC; 05DS; 0645; 0655; 0663; 0676; 0697; 06AC; 06AE; 06NH; 0710; 0715; 0760; 0775; 0823; 0842; 0845; 0853; 08KL; 08S4; 08TN; 0925; 0992; 0993; 09AA,3,"FCD38, FCD50, ENGTRN18",Features/Controls/Displays (FCD),FCD38: Park Assist/Backup Warning - Broken/NW,NULL,"Put in reverse ,no image",,,,,,,,,,,,,,,,,,,
WBA1J7C52GV290057,V290057,WBA1J7C5GV,2548974U,BMW,2 Series,BMW 2 Series 2dr Cpe,12/10/15,F22,29.11 Leipzig,N55,MECH,MINERALGRAU METALLIC,KC SENSATEC 1,SW SCHWARZ,01CA; 01CB; 021V; 0248; 0249; 0258; 02NH; 02VB; 02VF; 02VL; 0302; 0319; 0322; 03AG; 03DZ; 0403; 0423; 0430; 0431; 0441; 0459; 0481; 0488; 0493; 0494; 04AE; 04NE; 04WF; 0502; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 05DC; 05DS; 0645; 0655; 0663; 0676; 0697; 06AC; 06AE; 06NH; 0710; 0715; 0760; 0775; 0823; 0842; 0845; 0853; 08KL; 08S4; 08TN; 0925; 0992; 0993; 09AA,3,"FCD38, FCD50, ENGTRN18",Features/Controls/Displays (FCD),FCD50: Heated Steering Wheel - Controls DTU/Poor Location,NULL,Must 'feel' for this butten low and on the side of the steering column,,No,,,,,,,,,,,,,,,,,
WBA1J7C52GV290057,V290057,WBA1J7C5GV,2548974U,BMW,2 Series,BMW 2 Series 2dr Cpe,12/10/15,F22,29.11 Leipzig,N55,MECH,MINERALGRAU METALLIC,KC SENSATEC 1,SW SCHWARZ,01CA; 01CB; 021V; 0248; 0249; 0258; 02NH; 02VB; 02VF; 02VL; 0302; 0319; 0322; 03AG; 03DZ; 0403; 0423; 0430; 0431; 0441; 0459; 0481; 0488; 0493; 0494; 04AE; 04NE; 04WF; 0502; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 05DC; 05DS; 0645; 0655; 0663; 0676; 0697; 06AC; 06AE; 06NH; 0710; 0715; 0760; 0775; 0823; 0842; 0845; 0853; 08KL; 08S4; 08TN; 0925; 0992; 0993; 09AA,3,"FCD38, FCD50, ENGTRN18",Engine/Transmission,ENGTRN18: Manual Transmission - Clutch/Clutch Pedal Problem,NULL,(Copied from ENGTRN97): I just feel that the clutch travels too far to engage,,No,,,,,,,,,,,,,,,,,
WBA5B1C52GG133953,G133953,WBA5B1C5GG,27002812,BMW,5 Series,BMW 5 Series 4dr Sdn,11/23/15,F10,02.04 Dingolfing,N55,AUT,MEDITERRANBLAU METALLIC,LZ EXCLUSIVLEDER NAPPA,LZ SCHWARZ EXKLUSIVNAHT,01CA; 01CC; 01CD; 0212; 0258; 02ND; 02TB; 02VB; 0302; 0316; 0319; 0322; 0337; 03AG; 03DZ; 0403; 0423; 0430; 0431; 0459; 0465; 0488; 0494; 04CE; 04NE; 04U2; 04UR; 0508; 0524; 0534; 0575; 05A1; 05DS; 0609; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0704; 0710; 0715; 0760; 0775; 0823; 0840; 0845; 0850; 0853; 0876; 08KL; 08S4; 08SM; 08TN; 0925; 09AA,2,"EXT16, ENGTRN97",Exterior,EXT16: Trunk/Hatch/Tailgate - Hard to Open/Close,M,NULL," I'll have to manually open it and the hydraulic mechanism sticks.""",1500,No,,,,,,,,,,,,,,,,
WBA5B1C52GG133953,G133953,WBA5B1C5GG,27002812,BMW,5 Series,BMW 5 Series 4dr Sdn,11/23/15,F10,02.04 Dingolfing,N55,AUT,MEDITERRANBLAU METALLIC,LZ EXCLUSIVLEDER NAPPA,LZ SCHWARZ EXKLUSIVNAHT,01CA; 01CC; 01CD; 0212; 0258; 02ND; 02TB; 02VB; 0302; 0316; 0319; 0322; 0337; 03AG; 03DZ; 0403; 0423; 0430; 0431; 0459; 0465; 0488; 0494; 04CE; 04NE; 04U2; 04UR; 0508; 0524; 0534; 0575; 05A1; 05DS; 0609; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0704; 0710; 0715; 0760; 0775; 0823; 0840; 0845; 0850; 0853; 0876; 08KL; 08S4; 08SM; 08TN; 0925; 09AA,2,"EXT16, ENGTRN97",Engine/Transmission,ENGTRN97: Other Engine/Transmission Problem(s),U,NULL," the tank will stop the gas flow as if its full when its not.""",1500,No,,,,,,,,,,,,,,,,
5UXKR0C57G0P34715,0P34715,5UXKR0C5G0,2409839M,BMW,X5,BMW X5 4dr SUV,12/17/15,F15,75.10 Spartanburg,N55,AUT,BLACK SAPPHIRE METALLIC,LC LEDER DAKOTA,MY MOKKA,01CA; 0212; 0245; 0248; 0255; 0258; 02H7; 02VB; 0302; 0319; 0322; 0346; 03AA; 03AG; 0402; 0417; 0420; 0423; 0430; 0441; 0459; 0488; 0493; 0494; 0496; 04CV; 04NB; 04NE; 0502; 0508; 0522; 0524; 0563; 0575; 05A1; 0609; 0645; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0992; 09AA,1,AEN06,Audio/Communication/Entertainment/Navigation (ACEN),AEN06: Built-in Voice Recognition Frequently Doesn't Recognize/Misinterprets Commands,D,If i say point of interest it would open up a contact instead.,4000,No,,2,,,,,,,,,,,,,,,
WMWZC3C56GWT08270,WT08270,WMWZC3C5GW,2505798Y,MINI,Countryman,MINI Countryman 4dr SUV,10/28/15,R60,85.10 Graz,N18,AUT,CRYSTAL SILVER METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,0205; 0210; 0249; 0258; 02E6; 02VB; 02XA; 0314; 0320; 0325; 0383; 0386; 03AR; 0423; 0441; 0450; 0481; 0493; 04CU; 04E1; 04UF; 04UK; 04UL; 0521; 0534; 0550; 0563; 05A1; 05DT; 0645; 0653; 0693; 06FC; 06ND; 0736; 0823; 0845; 0853; 0876; 08KL; 08SM; 08TN; 0925; 0992; 09AA,5,"FCD29, AEN04, HVAC02, HVAC07, INT23",NULL,FCD29: Clock - Controls/Displays DTU/Poor Location,D,"As with other controls
WMWZC3C56GWT08270,WT08270,WMWZC3C5GW,2505798Y,MINI,Countryman,MINI Countryman 4dr SUV,2015-10-28,R60,85.10 Graz,N18,AUT,CRYSTAL SILVER METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,0205; 0210; 0249; 0258; 02E6; 02VB; 02XA; 0314; 0320; 0325; 0383; 0386; 03AR; 0423; 0441; 0450; 0481; 0493; 04CU; 04E1; 04UF; 04UK; 04UL; 0521; 0534; 0550; 0563; 05A1; 05DT; 0645; 0653; 0693; 06FC; 06ND; 0736; 0823; 0845; 0853; 0876; 08KL; 08SM; 08TN; 0925; 0992; 09AA,5,FCD29", AEN04, HVAC02, HVAC07," INT23""",,,,,,,,,,,,,,,
WMWZC3C56GWT08270,WT08270,WMWZC3C5GW,2505798Y,MINI,Countryman,MINI Countryman 4dr SUV,10/28/15,R60,85.10 Graz,N18,AUT,CRYSTAL SILVER METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,0205; 0210; 0249; 0258; 02E6; 02VB; 02XA; 0314; 0320; 0325; 0383; 0386; 03AR; 0423; 0441; 0450; 0481; 0493; 04CU; 04E1; 04UF; 04UK; 04UL; 0521; 0534; 0550; 0563; 05A1; 05DT; 0645; 0653; 0693; 06FC; 06ND; 0736; 0823; 0845; 0853; 0876; 08KL; 08SM; 08TN; 0925; 0992; 09AA,5,"FCD29, AEN04, HVAC02, HVAC07, INT23",NULL, Ventilation," and Air Conditioning (HVAC)""",HVAC02: Front Heating/Cooling Controls - DTU/Poor Location,,,,,,,,,,,,,,,,,,,
WMWZC3C56GWT08270,WT08270,WMWZC3C5GW,2505798Y,MINI,Countryman,MINI Countryman 4dr SUV,10/28/15,R60,85.10 Graz,N18,AUT,CRYSTAL SILVER METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,0205; 0210; 0249; 0258; 02E6; 02VB; 02XA; 0314; 0320; 0325; 0383; 0386; 03AR; 0423; 0441; 0450; 0481; 0493; 04CU; 04E1; 04UF; 04UK; 04UL; 0521; 0534; 0550; 0563; 05A1; 05DT; 0645; 0653; 0693; 06FC; 06ND; 0736; 0823; 0845; 0853; 0876; 08KL; 08SM; 08TN; 0925; 0992; 09AA,5,"FCD29, AEN04, HVAC02, HVAC07, INT23",NULL, Ventilation," and Air Conditioning (HVAC)""",HVAC07: Fan/Blower Excessive Noise,,,,,,,,,,,,,,,,,,,
WMWZC3C56GWT08270,WT08270,WMWZC3C5GW,2505798Y,MINI,Countryman,MINI Countryman 4dr SUV,10/28/15,R60,85.10 Graz,N18,AUT,CRYSTAL SILVER METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,0205; 0210; 0249; 0258; 02E6; 02VB; 02XA; 0314; 0320; 0325; 0383; 0386; 03AR; 0423; 0441; 0450; 0481; 0493; 04CU; 04E1; 04UF; 04UK; 04UL; 0521; 0534; 0550; 0563; 05A1; 05DT; 0645; 0653; 0693; 06FC; 06ND; 0736; 0823; 0845; 0853; 0876; 08KL; 08SM; 08TN; 0925; 0992; 09AA,5,"FCD29, AEN04, HVAC02, HVAC07, INT23",NULL,INT23: Center Console Storage - DTU,D,"Odd shape
WBA4A9C53GGL87815,GL87815,WBA4A9C5GG,2284002J,BMW,4 Series,BMW 4 Series Gran Coupe 4dr Hbk,2015-07-16,F36,02.04 Dingolfing,N26,AUT,BLACK SAPPHIRE METALLIC,LC LEDER DAKOTA,SW SCHWARZ,01CA; 01CB; 0258; 02D5; 02TB; 02VB; 0302; 0316; 0319; 0321; 0322; 03AG; 03DZ; 03L8; 0403; 0423; 0430; 0431; 0459; 0465; 0481; 0488; 0493; 0494; 04FU; 04NE; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 0575; 05DS; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08S4; 08TN; 0925; 0992; 0993; 09AA,3,EXT16", DEXP12," AEN02""",Exterior,EXT16: Trunk/Hatch/Tailgate - Hard to Open/Close,,,,,,,,,,,,,,,
WBA4A9C53GGL87815,GL87815,WBA4A9C5GG,2284002J,BMW,4 Series,BMW 4 Series Gran Coupe 4dr Hbk,7/16/15,F36,02.04 Dingolfing,N26,AUT,BLACK SAPPHIRE METALLIC,LC LEDER DAKOTA,SW SCHWARZ,01CA; 01CB; 0258; 02D5; 02TB; 02VB; 0302; 0316; 0319; 0321; 0322; 03AG; 03DZ; 03L8; 0403; 0423; 0430; 0431; 0459; 0465; 0481; 0488; 0493; 0494; 04FU; 04NE; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 0575; 05DS; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08S4; 08TN; 0925; 0992; 0993; 09AA,3,"EXT16, DEXP12, AEN02",Driving Experience,DEXP12: Steering System/Wheel - Excessively Difficult to Turn,NULL,I find that when the car is in comfort mode and turns off the wheel locks.,7000,No,,,,,,,,,,,,,,,,,
WBA4A9C53GGL87815,GL87815,WBA4A9C5GG,2284002J,BMW,4 Series,BMW 4 Series Gran Coupe 4dr Hbk,7/16/15,F36,02.04 Dingolfing,N26,AUT,BLACK SAPPHIRE METALLIC,LC LEDER DAKOTA,SW SCHWARZ,01CA; 01CB; 0258; 02D5; 02TB; 02VB; 0302; 0316; 0319; 0321; 0322; 03AG; 03DZ; 03L8; 0403; 0423; 0430; 0431; 0459; 0465; 0481; 0488; 0493; 0494; 04FU; 04NE; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 0575; 05DS; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08S4; 08TN; 0925; 0992; 0993; 09AA,3,"EXT16, DEXP12, AEN02",Audio/Communication/Entertainment/Navigation (ACEN),AEN02: Speakers - Broken/NW Properly,NULL,(Copied from AEN97): At times I hear the speakers pop. I've had this issue while on the phone as well as listening to the radio.,7000,No,,,,,,,,,,,,,,,,,
5UXWX7C50G0R18491,0R18491,5UXWX7C5G0,2281833R,BMW,X3,BMW X3 4dr SUV,8/28/15,F25,75.10 Spartanburg,N55,AUT,CARBONSCHWARZ METALLIC,LU LEDER NEVADA,SW SCHWARZ,01CA; 01CC; 01CD; 0216; 0225; 0248; 0249; 0258; 02TB; 02V1; 02VB; 02VG; 0302; 0316; 0319; 0322; 0337; 03AG; 03DZ; 03MC; 0402; 0420; 0423; 0430; 0431; 0459; 0465; 0481; 0488; 0493; 0494; 0496; 04FU; 04NE; 04NG; 04U2; 0502; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 05A1; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0710; 0715; 0760; 0775; 0823; 0840; 0845; 0853; 0876; 08KL; 08S4; 08SL; 08SM; 08TN; 0927; 0992; 09AA,1,AEN06,Audio/Communication/Entertainment/Navigation (ACEN),AEN06: Built-in Voice Recognition Frequently Doesn't Recognize/Misinterprets Commands,D,,1200,No,,4,,,,,,,,,,,,,,,
