,Make,Series,Verbatim,Score
230,BMW,2 Series,"If you start the car with a foot on the clutch but no foot on the brake, the car rolls even though the parking brake is engaged.",0.1901
231,BMW,2 Series,"The placement of the gauges and the steering wheel is poor, because the gauges are too low to be seen over the steering wheel.",-0.6369
232,BMW,2 Series,"When I have things plugged into the cigarette lighter, such as a radar detector, when you bump it slightly, it shuts off, so the lighter must be loose. I have verified my equipment does not experience this issue in other vehicles.",-0.3182
233,BMW,2 Series,"Sometimes the bluetooth doesn't automatically connect, and frequently it will not display song/artist information, so the next/previous song controls do not work, and you have to manually change the song on the phone.",0.0
234,BMW,2 Series,"When closing the sun visor, sometimes it pops out of place and you have to snap it back in to close it properly. It also hardly blocks the sun because it is too short.",-0.1548
235,BMW,X5,"Still trying to understand how auto and intermittent work. They are confusing, even after reading the manual.",-0.2263
236,BMW,X5,"Fitted a bit too tightly in its sleeve, so requires a good tug to extend and retract",0.5965
237,BMW,3 Series,The foot release for the trunk is hard to locate the right spot.  I gave up and just use either the inside release or the key fob.,-0.1027
238,BMW,3 Series,The engine seems to run very rough for the first 10 minutes or so.  I asked the dealer about it.  He said it was normal.,0.0
239,BMW,3 Series,No one told me the back seats folded down.  My girlfriend who had the same model told me.  I haven't tried it yet.,-0.296
240,BMW,3 Series,I had trouble changing the position of the seat for driver 1 and 2.  It is not easy to change.  Usually you just hold the memory button and it resets itself.  It doesn't do that in this car - or I am doing it wrong.,-0.8023
241,BMW,3 Series,: I don't think all the vents have air coming out of them.,0.0
242,BMW,3 Series,The USB and aux jack are located in the center armrest which needs to be opened to get to.,0.0
243,BMW,5 Series,Minor chip in paint.    Did not see it when I took delivery.,0.0
244,BMW,5 Series,A/c velocity in one vent is not consistent with the others. : A/C not cooling as well as it should.,-0.2057
245,BMW,3 Series,Took car to BMW of San Francisco and they fixed the problem and it hasn't returned. Loose pane behind glove compartment.,-0.1872
246,BMW,5 Series,Bulge in door panel for Water Bottle hits leg when foot is on dead pedal,-0.6486
247,BMW,5 Series,door handle feels like it is locked even when in the unlocked position,0.3612
248,BMW,5 Series,I have to pair the phone almost every time I get into it.,0.0
249,BMW,5 Series,"Driving long distances the seat becomes uncombortable. Seems as though the bottom of the seat should adjust further to a more comfortable configuration that just doesn't seem available. It's in the design of the seat, not a problem that can be corrected.",0.7051
250,BMW,5 Series,Too complicated to use. I need on/off and speed adjustments. It's either too much air or not enough air. System is too sophisticated for this unsophisticated driver,0.34
251,BMW,5 Series,operation of the HVAC is difficult to understand,-0.3612
252,BMW,5 Series,surface of rear glass has a grid patter on the surface of the glass which looks poor but does not affect driving performance.,-0.2617
253,BMW,7 Series,Maybe it wasn't explained but more difficult than the Audi I had before.,-0.5704
254,BMW,7 Series,On a recent trip I wanted to stay on a toll road but the navigation system kept trying to move me . : Been to see the Genius numerous times as the electronic system is very complicated.,0.0
255,BMW,7 Series,"I have not been able to find out how to use these, but also have not asked the dealer.",0.0
256,BMW,X1,We've had a couple situations when the trunk hasn't opened or closed for a couple tries then after a moment will function properly. 2 maybe 3 times in two months,0.0
257,BMW,X1,The engine at times sounds noisy and off for a BMW. We were worried about the condition of the engine. When we asked at dealership we were told they could sound that way at first and would get better. I think I notice it less now because I am use to it.,0.0
258,BMW,X3,it is a small issue that usually corrects itself,0.0
259,BMW,X3,The doors require two pulls on the door handle to open. To remedy this requires turning off the auto lock system.,0.0
260,BMW,X3,The 'foot wave' feature rarely responds.,0.0
261,BMW,X3,"Intermittent function needs constant adjusting, often wiping dry windows at high speed when set at low intermittent speed.",-0.2732
262,BMW,X3,"Preset function very complicated to use. Presets have disappeared three times and often change the preferred order, i.e. news stations, music genres were intentionally grouped together but often appear in random order in the presets only to return as set several days later.",-0.1154
263,BMW,X3,"Routes incorrectly, complicated system to use.",0.0
264,BMW,X3,"Routes incorrectly but then without making any change to the entered address, will then direct correctly.",0.0
265,BMW,X3,Car seems underpowered. Gas mileage suffers because of this.,-0.4767
266,BMW,X3,": A/C system did not operate.  Didn't notice it at first because we took delivery during a cool month.  One day it was warmer than normal, and we found out the A/C wasn't working.  A part had to be ordered from Germany, and we were without our car for 10 days.  The dealership provided a loaner vehicle, including switching us into a larger one when we needed it for the extra luggage space that our X3 had over the 3-series car we were given.  We believe the dealership did whatever they could to assist us, but we were unhappy that our brand-new $50K vehicle spent 10 days in the shop.",-0.3506
267,MINI,Cooper,Indicator warning came on soon after car was purchased and took many minutes to read book and understand how to resolve the low pressure issue.,-0.4767
268,MINI,Cooper,"The standard locks are a pain. The ability to open and lock doors with Fob in my pocket should be standard on a mini, not an added feature that ridiculously was not included in my Cooper S convertible. Very inconvenient and needless annoyance.",-0.8122
269,BMW,X3,: Radio occasionally shuts off while driving and Pandora logo appears. Hush Pandora would just go away. Radio occasional goes off while driving and I am prompted to hit the Connect button again.,0.0
270,BMW,X3,: Multiple scratches on driver side window. Two large scratches on front window shield.,0.0
271,BMW,X5,They squeak sometimes when it's wet out initially after I start the car.  No big deal...,-0.296
272,BMW,X5,"The apple car play is screwy, sometimes it's difficult to switch back to the radio or vice versa.",-0.3612
273,MINI,Clubman,The voice recognition does not understand what I am saying whether driving or at a stop and it frequently changes the state input in the navigation system. I don't use voice command anymore for navigation. I also have issues when trying to use it with my phone.,-0.296
274,MINI,Clubman,Its hard to adjust seat,-0.1027
275,MINI,Clubman,It would be nice if the seatbelt height could adjust. It is a little on the higher end and it rubs on my collar bone.,0.4215
276,MINI,Clubman,"The cup holder is too small for one of my water bottles I use. For the smaller one that will fit, the holder is too close to the center console while makes it frustrating to put in and out of the holder. The holder is also really stiff so getting bottles in and out is not easy. Takes some wiggling which also increases the chance of spilling.",-0.2037
277,MINI,Clubman,"Putting into reverse is very stiff, hard to go into easily. On some occasions it is difficult to go into 1st gear, not always.",-0.197
278,MINI,Clubman,"The system would be more efficient with greater control or more variable speed settings for the windshield wipers. And, a less complicated way of activating it and the rear wipers would be welcome. This set up has been way too overthought.",0.8341
279,BMW,4 Series,"Akward to put things in/out due to convertiblel mechanism.  Slow to open, i.e. can't pop the trunk - have to open by hand after releasing lock.",0.4939
280,BMW,4 Series,Smells like fish.,0.3612
281,BMW,4 Series,"It uses a lot of gas compared to my previous vehicle, an Acura 2.3 CL.",0.0
282,BMW,4 Series,"If I stop for a drink at a drive thru, it is difficult to get the cup into and out of the cup holder. It seems that the cup holders need to be moved about an inch closer to the gear shift to be able to comfortably access a cup.",-0.2263
283,BMW,4 Series,": Bluetooth connection does not reconnect easily. Large delay between phone control and audio output, artist artwork and song title are stuck on first song in display.",-0.6526
